seq_name,PAAC1,PAAC2,PAAC3,PAAC4,PAAC5,PAAC6,PAAC7,PAAC8,PAAC9,PAAC10,PAAC11,PAAC12,PAAC13,PAAC14,PAAC15,PAAC16,PAAC17,PAAC18,PAAC19,PAAC20,PAAC21,PAAC22,PAAC23,PAAC24,PAAC25,PAAC26,druggable
Positive_263,0.941,0.869,0.435,0.688,0.217,0.778,0.525,0.887,0.416,0.706,1.358,0.797,0.489,0.652,0.615,1.032,0.797,0.326,0.597,0.869,14.966,14.582,13.658,14.043,14.295,14.463,1
Positive_264,1.036,0.786,0.286,1.107,0.357,0.75,0.607,1.214,0.429,0.786,1.107,0.786,0.357,0.429,0.571,0.714,0.75,0.143,0.464,1.429,13.994,14.882,14.48,13.563,14.304,14.671,1
Positive_265,0.954,0.922,0.604,0.922,0.254,0.699,0.477,0.54,0.286,0.858,1.462,0.858,0.604,1.049,0.731,1.017,0.826,0.254,0.572,0.858,15.193,13.961,13.733,14.507,13.887,13.969,1
Positive_266,1.226,0.711,0.62,0.636,0.303,0.696,0.454,1.18,0.333,1.256,1.528,0.681,0.378,0.817,0.787,1.105,0.863,0.303,0.514,1.059,14.105,13.664,13.834,13.549,14.846,14.553,1
Positive_267,1.176,0.667,0.572,0.763,0.191,0.858,0.286,1.144,0.318,0.858,1.462,0.89,0.223,0.509,0.731,0.731,0.699,0.191,0.572,1.112,14.287,15.11,13.91,14.329,14.329,14.084,1
Positive_268,0.703,0.844,0.366,0.787,0.197,1.378,0.478,0.844,0.366,0.562,1.153,1.012,0.45,0.759,0.619,0.647,0.844,0.197,0.506,0.787,13.606,14.2,15.125,15.55,13.7,14.321,1
Positive_269,0.936,0.755,0.785,0.423,0.453,0.725,0.664,0.664,0.483,1.027,1.449,0.785,0.513,0.996,0.846,0.695,0.846,0.423,0.815,1.057,13.56,14.074,13.836,13.929,14.78,14.481,1
Positive_270,1.291,0.804,0.553,0.633,0.237,1.08,0.593,1.278,0.343,0.448,1.318,0.988,0.303,0.448,1.225,1.476,0.975,0.171,0.435,0.975,13.862,14.648,13.963,13.706,13.963,14.282,1
Positive_271,1.422,0.511,0.656,0.401,0.255,0.583,0.401,1.459,0.182,1.021,1.896,1.021,0.583,1.24,1.021,1.677,0.729,0.219,0.729,1.422,13.613,13.57,14.45,13.622,13.613,13.701,1
Positive_272,1.301,0.713,0.465,0.558,0.31,1.363,0.589,0.929,0.31,1.053,1.673,0.929,0.248,0.589,0.682,0.836,0.558,0.093,0.465,0.991,14.228,14.433,13.642,14.822,14.983,13.239,1
Positive_273,0.818,0.884,0.622,0.655,0.425,0.687,0.524,0.785,0.393,0.916,1.8,1.08,0.589,0.785,0.72,1.407,0.884,0.36,0.589,1.015,13.778,13.89,13.993,13.061,14.208,15.133,1
Positive_274,0.894,0.745,0.596,0.894,0.447,1.154,0.633,0.894,0.298,1.005,1.191,1.005,0.559,0.633,0.67,1.229,0.968,0.112,0.261,0.856,13.44,14.493,14.335,13.906,14.388,14.395,1
Positive_275,1.368,0.825,0.503,0.624,0.181,1.127,0.644,0.966,0.463,0.885,1.026,0.946,0.523,0.483,0.624,1.046,0.765,0.101,0.403,1.087,13.714,14.458,14.356,14.18,14.64,14.064,1
Positive_276,0.83,0.955,0.498,0.747,0.581,1.287,0.498,0.664,0.332,0.706,1.619,0.789,0.54,0.457,0.415,1.038,0.664,0.208,0.415,0.623,14.03,14.904,13.379,14.668,13.836,15.32,1
Positive_277,0.854,0.621,0.838,0.823,0.373,0.901,0.388,0.854,0.342,0.807,1.289,1.025,0.373,0.668,0.776,1.227,0.916,0.217,0.652,1.211,14.26,14.214,14.222,13.805,14.464,13.881,1
Positive_278,0.781,0.568,0.604,0.675,0.106,1.171,0.675,0.994,0.461,0.746,1.136,1.171,0.39,0.71,0.604,0.71,0.639,0.177,0.568,1.065,14.132,15.095,13.435,14.376,14.188,14.823,1
Positive_279,1.123,0.826,0.452,0.764,0.359,0.702,0.748,1.091,0.499,0.78,1.793,0.53,0.265,0.717,1.123,1.388,0.702,0.203,0.483,0.951,14.25,14.491,13.716,13.816,14.506,13.723,1
Positive_280,1.448,0.677,0.527,0.94,0.056,0.827,0.395,1.486,0.226,0.47,1.166,0.658,0.338,0.489,0.94,0.677,0.79,0.451,0.395,0.959,14.541,14.52,14.882,13.484,14.27,14.388,1
Positive_281,1.091,0.703,0.765,0.673,0.255,0.857,0.551,0.867,0.347,1.162,2.09,0.805,0.449,0.754,0.51,1.122,1.071,0.255,0.469,0.999,14.159,14.444,13.843,13.867,14.072,13.82,1
Positive_282,1.355,0.72,0.634,0.926,0.223,1.32,0.514,1.132,0.36,0.566,2.024,0.875,0.566,0.446,0.617,0.978,0.652,0.086,0.446,1.132,13.717,14.722,13.523,13.741,14.776,13.951,1
Positive_283,0.871,0.67,0.837,0.636,0.167,0.703,0.335,0.837,0.268,0.938,1.239,1.038,0.603,0.904,0.737,1.306,1.541,0.268,0.569,1.005,14.057,13.91,14.645,14.134,14.096,13.686,1
Positive_284,1.385,0.508,0.462,1.062,0.092,1.016,0.369,1.616,0.231,1.201,0.647,1.154,0.369,0.739,0.369,0.6,1.062,0.046,0.416,1.016,13.528,14.626,14.296,14.504,14.102,14.583,1
Positive_285,1.095,0.657,0.438,0.839,0.401,0.474,0.474,0.985,0.292,1.131,1.533,0.73,0.62,0.839,0.547,0.657,0.657,0.365,0.657,0.985,14.708,14.478,14.535,13.615,13.622,14.665,1
Positive_286,2.081,0.604,0.671,0.504,0.235,0.906,0.403,1.678,0.235,1.209,2.316,0.638,0.403,0.738,0.873,1.276,1.074,0.101,0.269,1.645,12.93,13.858,13.34,13.805,14.269,13.939,1
Positive_287,1.243,0.863,0.38,0.69,0.138,1.07,0.518,0.828,0.518,0.38,1.104,0.518,0.345,0.794,1.001,0.863,0.897,0.311,0.345,1.277,14.356,14.3,13.659,14.455,15.363,13.786,1
Positive_288,1.121,0.571,0.672,0.795,0.387,0.856,0.713,0.917,0.51,1.019,1.426,0.999,0.346,0.774,0.53,1.243,0.672,0.183,0.408,0.999,13.695,15.361,14.377,13.642,13.725,14.059,1
Positive_289,3.116,0.85,0.567,0.567,0.0,1.039,0.661,1.039,0.283,0.472,1.794,0.378,0.283,0.567,0.756,0.85,0.944,0.0,0.189,1.511,14.842,13.636,13.771,14.342,14.033,13.509,1
Positive_290,0.787,0.809,0.809,1.203,0.241,1.159,0.809,0.59,0.503,0.7,1.662,0.787,0.569,0.525,0.743,1.727,1.093,0.153,0.394,0.831,13.332,14.651,13.452,13.637,14.571,14.265,1
Positive_291,1.152,1.016,0.593,0.881,0.034,0.644,1.067,1.118,0.085,0.644,1.406,0.678,0.457,0.424,0.881,0.847,0.678,0.22,0.508,0.966,14.184,14.82,14.212,14.455,14.041,13.991,1
Positive_292,0.855,0.733,0.733,0.489,0.122,1.1,0.733,0.855,0.367,0.611,1.711,0.855,0.489,0.733,0.855,1.466,0.978,0.244,0.733,1.1,14.234,14.486,13.643,14.053,14.202,13.619,1
Positive_293,0.712,0.723,0.599,0.78,0.26,1.085,0.543,0.746,0.249,0.757,1.56,0.938,0.305,0.656,0.69,0.814,0.893,0.226,0.588,1.142,14.225,14.581,13.968,14.018,14.538,14.403,1
Positive_294,1.26,0.814,0.523,0.775,0.213,0.911,0.504,1.047,0.31,0.833,1.144,0.872,0.446,0.446,0.523,1.027,0.64,0.136,0.349,1.337,14.505,14.943,14.103,13.729,14.357,14.251,1
Positive_295,0.982,0.982,0.432,0.864,0.196,1.296,0.55,0.55,0.393,0.628,0.903,0.943,0.353,0.668,1.06,1.414,0.903,0.157,0.393,0.825,14.268,14.826,13.478,13.152,14.971,14.812,1
Positive_296,1.133,0.732,0.448,0.826,0.189,0.732,0.755,0.708,0.496,0.684,1.557,0.968,0.472,0.661,0.826,1.085,0.732,0.165,0.566,1.038,14.551,14.912,14.661,13.598,13.923,13.583,1
Positive_297,1.538,0.699,0.497,0.792,0.031,1.242,0.606,0.885,0.326,0.823,1.646,0.916,0.388,0.373,0.777,0.606,0.777,0.109,0.497,0.885,14.463,14.456,13.987,13.973,14.167,14.542,1
Positive_298,1.311,0.606,0.874,0.635,0.31,0.888,0.423,1.17,0.226,1.255,1.41,0.916,0.367,0.846,0.536,1.072,0.804,0.24,0.479,1.128,14.28,14.195,13.846,13.312,14.234,14.637,1
Positive_299,1.581,0.41,0.761,0.234,0.0,0.644,0.351,0.703,0.117,1.347,3.689,0.41,0.937,0.937,1.288,1.23,2.05,0.527,0.82,0.586,13.194,13.277,13.771,13.231,13.557,14.348,1
Positive_300,1.073,0.691,0.691,0.588,0.515,1.088,0.72,0.956,0.323,1.132,1.441,0.691,0.132,1.117,0.72,1.47,0.882,0.265,0.412,0.941,13.796,14.295,13.764,13.724,14.477,14.097,1
Positive_301,1.378,0.675,0.647,0.647,0.225,1.04,0.59,1.321,0.141,1.012,1.012,0.872,0.366,0.787,0.759,0.787,0.731,0.169,0.366,1.04,14.528,15.278,13.989,13.428,14.266,13.946,1
Positive_302,0.859,0.674,0.489,0.82,0.291,0.978,0.78,1.375,0.397,0.833,1.639,0.674,0.331,0.767,0.846,1.335,0.754,0.119,0.436,1.071,14.145,13.991,14.23,13.511,14.571,14.084,1
Positive_303,0.728,0.537,0.575,0.728,0.383,1.112,0.422,1.265,0.268,0.69,1.61,0.843,0.345,0.613,0.843,0.997,0.997,0.345,0.46,1.035,14.011,14.854,13.767,13.427,14.655,14.492,1
Positive_304,1.316,0.897,0.389,0.777,0.15,0.897,0.717,1.017,0.329,0.538,1.734,0.598,0.448,0.448,0.329,1.076,0.747,0.299,0.299,0.867,14.164,14.476,14.33,13.893,14.088,15.177,1
Positive_305,0.822,0.726,0.516,0.994,0.153,1.701,0.688,1.032,0.42,0.478,1.185,1.032,0.229,0.459,0.803,0.879,0.726,0.268,0.363,1.013,13.786,14.351,14.257,13.909,14.865,14.344,1
Positive_306,0.602,0.989,0.568,1.11,0.172,1.359,0.731,0.826,0.533,0.705,1.187,1.385,0.224,0.387,0.551,1.738,0.533,0.224,0.447,0.439,14.291,14.342,14.137,13.886,14.585,14.048,1
Positive_307,1.181,0.64,0.492,0.542,0.246,1.132,0.837,0.935,0.492,0.443,1.871,1.083,0.492,0.492,0.984,1.132,0.689,0.295,0.443,0.935,13.178,13.992,14.184,13.116,15.19,14.982,1
Positive_308,0.617,0.9,0.75,0.833,0.217,1.066,0.5,1.616,0.317,0.433,0.817,0.717,0.25,0.483,0.683,1.783,0.983,0.317,0.4,0.75,14.496,14.366,14.424,13.702,14.251,14.33,1
Positive_309,1.566,0.902,0.557,0.849,0.292,0.663,0.398,1.247,0.292,0.929,0.955,0.637,0.318,0.716,0.663,0.876,0.716,0.053,0.345,1.327,14.346,14.568,14.246,13.774,15.476,13.288,1
Positive_310,0.87,0.577,0.587,1.053,0.314,1.194,0.688,0.779,0.253,0.83,1.356,1.387,0.344,0.587,0.749,0.901,0.648,0.132,0.526,1.022,14.034,14.589,13.968,13.894,14.101,14.619,1
Positive_311,1.425,0.888,0.537,0.817,0.234,1.028,0.514,1.541,0.49,0.537,1.121,0.631,0.49,0.467,0.514,0.467,0.841,0.164,0.397,0.958,14.335,13.878,14.539,14.609,14.433,14.145,1
Positive_312,1.124,0.503,0.591,0.769,0.325,0.946,0.532,1.419,0.237,1.035,1.094,1.124,0.266,0.65,0.71,0.857,0.828,0.207,0.473,1.124,14.147,15.369,13.777,13.614,14.295,13.984,1
Positive_313,1.049,1.036,0.485,0.695,0.223,0.971,0.485,1.088,0.328,0.498,1.849,0.485,0.275,0.59,0.708,0.813,0.708,0.21,0.446,0.971,14.916,14.29,14.352,14.053,14.29,14.185,1
Positive_314,1.854,0.756,0.306,0.702,0.432,0.918,0.846,1.314,0.234,0.486,1.89,0.738,0.306,0.522,1.854,1.71,0.504,0.108,0.414,0.9,13.484,13.98,13.375,14.458,13.636,14.274,1
Positive_315,1.077,0.636,0.685,0.832,0.269,1.028,0.343,0.783,0.318,1.272,1.395,1.126,0.294,0.661,0.758,0.538,0.954,0.0,0.514,0.93,14.325,14.267,15.053,14.238,13.763,13.943,1
Positive_316,1.845,0.572,0.442,0.468,0.364,0.701,0.442,1.221,0.182,0.961,2.209,0.598,0.52,1.117,0.753,1.429,0.961,0.26,0.676,1.377,13.994,13.96,13.883,13.37,14.31,13.387,1
Positive_317,1.179,0.55,1.127,0.865,0.576,1.153,0.367,1.022,0.262,1.074,0.996,1.362,0.472,0.681,0.524,0.707,0.786,0.026,0.419,0.891,14.212,14.046,13.415,14.738,13.806,14.745,1
Positive_318,0.631,0.606,0.656,0.732,0.404,1.009,0.53,0.706,0.353,1.261,1.16,1.211,0.202,0.555,0.681,0.959,0.631,0.227,0.732,1.11,13.279,14.025,14.068,15.418,14.391,14.463,1
Positive_319,0.935,0.935,0.379,0.657,0.278,1.39,0.506,1.315,0.506,0.657,1.112,0.48,0.202,0.48,0.784,1.036,0.708,0.253,0.455,0.961,14.228,15.182,14.01,13.659,14.452,14.438,1
Positive_320,1.657,0.675,0.368,0.675,0.246,0.982,0.368,0.982,0.491,0.798,1.166,0.614,0.491,0.614,1.166,0.614,0.921,0.43,0.491,0.737,14.305,14.66,14.103,13.646,13.465,15.334,1
Positive_321,1.0,0.648,0.704,0.667,0.074,0.889,0.37,1.13,0.296,0.722,1.13,0.833,0.278,0.833,0.852,1.056,0.556,0.241,0.722,0.889,14.426,14.926,13.669,13.787,15.03,14.273,1
Positive_322,1.31,0.517,0.551,0.517,0.207,1.068,0.689,1.31,0.31,1.068,1.447,0.999,0.379,0.62,0.483,1.034,0.93,0.103,0.586,0.758,14.233,15.185,13.898,13.905,13.979,13.912,1
Positive_323,1.003,0.49,1.19,0.84,0.023,0.887,0.63,1.26,0.21,1.073,1.283,1.377,0.257,0.49,0.607,1.237,1.073,0.07,0.863,0.98,13.831,14.742,13.688,13.633,14.282,13.981,1
Positive_324,1.092,0.728,0.468,0.65,0.182,0.832,0.468,1.092,0.39,0.78,1.767,0.936,0.338,0.884,0.728,1.221,0.52,0.13,0.52,1.195,12.904,14.299,13.993,14.478,15.186,14.224,1
Positive_325,1.139,0.693,0.396,0.446,0.297,0.545,0.545,1.634,0.099,0.792,1.485,0.891,0.545,1.089,1.188,0.644,0.891,0.149,0.495,0.941,14.254,15.655,13.606,12.466,13.859,15.26,1
Positive_326,1.397,0.656,0.599,0.685,0.399,1.112,0.513,1.169,0.171,0.77,1.226,1.141,0.2,0.741,0.856,0.627,0.856,0.171,0.257,1.055,14.368,15.514,13.879,13.704,14.222,13.711,1
Positive_327,1.509,0.789,0.686,0.703,0.069,0.72,0.995,1.2,0.171,0.823,1.08,0.549,0.377,0.497,0.823,0.789,0.84,0.24,0.617,1.097,13.948,15.326,13.759,14.014,13.956,14.422,1
Positive_328,0.879,0.673,0.879,0.732,0.366,0.981,0.571,1.127,0.381,0.937,1.318,0.835,0.322,0.659,0.644,1.244,0.747,0.132,0.571,1.113,13.697,13.395,14.619,13.592,14.876,14.71,1
Positive_329,0.96,0.742,0.698,0.916,0.305,0.873,0.524,0.611,0.436,0.611,1.527,1.135,0.262,0.567,0.785,1.004,0.393,0.131,0.611,1.004,13.622,14.299,13.629,15.032,14.39,14.933,1
Positive_330,1.722,0.883,0.53,0.574,0.221,1.015,0.353,1.148,0.486,0.751,1.81,0.795,0.177,0.397,0.618,0.883,0.927,0.177,0.265,0.883,13.612,15.169,14.19,14.387,12.969,15.059,1
Positive_331,1.482,0.741,0.305,0.697,0.174,0.262,0.567,1.351,0.218,0.741,0.959,1.003,0.349,0.915,0.305,0.61,0.392,0.262,0.567,1.09,13.478,15.505,13.348,13.219,15.518,15.94,1
Positive_332,1.218,0.822,0.496,0.666,0.283,0.892,0.397,1.176,0.354,0.892,1.856,0.538,0.524,0.652,0.68,1.034,0.836,0.283,0.567,1.204,13.842,14.249,13.788,14.257,14.165,14.326,1
Positive_333,1.42,0.831,0.485,0.589,0.519,0.796,0.693,1.42,0.277,0.727,1.281,0.658,0.485,0.623,0.45,1.074,0.623,0.139,0.346,0.935,13.179,14.832,14.559,13.883,14.257,14.918,1
Positive_334,1.12,0.672,0.672,0.784,0.336,1.176,0.952,0.504,0.392,0.896,1.848,0.952,0.224,0.28,0.728,1.568,0.616,0.336,0.224,1.064,14.531,14.071,14.109,13.365,14.186,14.393,1
Positive_335,0.608,0.963,0.507,0.811,0.38,1.242,0.481,0.988,0.279,0.608,1.368,0.887,0.38,0.583,0.735,0.709,0.709,0.177,0.583,0.887,13.824,15.052,14.198,13.983,14.441,14.615,1
Positive_336,1.628,0.674,0.645,0.421,0.196,0.758,0.393,0.982,0.168,1.038,2.526,0.617,0.589,1.263,1.151,0.982,1.094,0.477,0.225,1.066,13.422,14.047,14.114,13.312,14.326,13.886,1
Positive_337,0.444,0.444,1.567,0.888,0.313,0.784,0.34,0.836,0.209,1.489,1.332,1.75,0.261,0.836,0.366,1.045,0.496,0.026,0.81,0.627,13.103,14.552,14.203,14.151,14.961,14.166,1
Positive_338,1.623,1.047,0.079,0.759,0.183,1.126,0.602,0.812,0.393,0.419,1.335,0.576,0.105,0.707,1.021,1.021,0.628,0.105,0.445,0.838,14.41,14.7,13.553,14.224,14.963,14.327,1
Positive_339,0.999,0.999,0.444,0.851,0.222,1.258,0.444,0.703,0.37,0.592,0.629,1.073,0.296,0.629,0.851,1.11,0.555,0.111,0.444,0.999,14.006,14.597,14.176,13.443,15.317,14.882,1
Positive_340,1.204,0.888,0.516,0.745,0.401,0.903,0.588,1.232,0.516,0.803,1.361,0.674,0.43,0.502,0.788,0.975,0.702,0.158,0.416,0.817,14.187,14.837,13.975,13.514,14.34,14.53,1
Positive_341,0.747,0.457,0.747,0.706,0.0,0.747,0.789,1.245,0.373,1.203,1.37,0.955,0.208,0.664,0.664,1.038,0.415,0.29,0.664,1.162,13.215,13.684,14.5,14.211,14.955,14.991,1
Positive_342,1.379,0.96,0.54,0.72,0.3,0.84,0.78,0.9,0.48,1.08,1.859,0.48,0.18,0.42,0.66,0.9,0.78,0.24,0.36,0.54,13.308,15.733,14.179,13.524,14.697,14.164,1
Positive_343,1.014,0.661,0.749,0.793,0.308,1.014,0.485,0.661,0.441,0.661,1.587,1.146,0.22,0.573,0.837,0.837,0.308,0.132,0.617,1.19,13.801,14.249,14.014,14.719,13.915,15.068,1
Positive_344,0.77,0.804,0.536,0.77,0.335,1.373,0.603,0.737,0.435,0.67,1.239,1.038,0.435,0.636,1.005,1.105,0.603,0.268,0.435,0.77,13.834,13.681,13.841,14.65,14.453,14.97,1
Positive_345,1.404,0.79,0.263,0.702,0.176,0.307,0.57,1.36,0.132,0.878,0.878,0.966,0.351,0.834,0.307,0.614,0.658,0.219,0.527,1.141,13.307,15.491,13.496,12.999,15.484,16.145,1
Positive_346,0.887,0.881,0.638,0.778,0.182,0.997,0.626,0.869,0.383,0.881,1.325,0.657,0.456,0.584,0.687,0.973,0.663,0.164,0.486,1.143,14.381,14.838,13.889,13.733,14.531,14.367,1
Positive_347,1.57,0.314,0.628,0.733,0.209,0.837,0.314,1.361,0.942,0.0,1.884,1.151,0.209,0.837,0.733,0.523,0.733,0.209,0.314,1.884,14.565,14.057,14.296,12.034,13.542,16.119,1
Positive_348,0.983,0.694,0.655,0.713,0.424,1.118,0.617,0.81,0.463,1.002,1.523,0.925,0.385,0.617,0.52,1.002,0.887,0.193,0.559,0.925,13.702,14.934,13.492,13.965,14.536,14.355,1
Positive_349,0.981,0.853,0.537,0.818,0.327,0.771,0.374,0.911,0.234,0.923,1.285,0.806,0.269,0.724,0.642,1.005,0.771,0.117,0.607,0.993,14.595,14.79,14.685,14.002,13.953,14.03,1
Positive_350,1.057,0.813,0.549,0.793,0.264,0.854,0.834,1.139,0.407,0.874,1.383,0.834,0.366,0.671,1.037,1.586,0.793,0.163,0.346,0.813,13.901,14.298,14.29,13.901,14.057,13.979,1
Positive_351,1.017,0.753,0.488,0.732,0.366,0.936,0.509,1.098,0.203,0.753,1.424,0.895,0.427,0.712,0.814,0.651,0.753,0.183,0.407,1.078,14.147,15.148,13.622,13.465,14.7,14.722,1
Positive_352,0.999,0.725,0.661,0.709,0.226,0.87,0.644,1.208,0.193,0.951,1.176,0.886,0.403,0.806,0.516,1.112,0.741,0.242,0.564,0.967,14.079,13.984,13.583,14.517,14.51,14.729,1
Positive_353,0.843,0.884,0.598,0.639,0.272,0.829,0.625,0.951,0.476,0.815,1.781,0.585,0.408,0.707,0.911,1.318,0.924,0.326,0.34,0.924,14.276,14.155,14.238,13.95,14.215,14.011,1
Positive_354,0.991,0.548,0.506,1.138,0.401,0.696,0.401,1.391,0.211,0.527,0.991,0.949,0.253,0.991,0.928,0.611,0.885,0.316,0.632,0.548,14.469,13.425,14.594,14.629,14.524,14.448,1
Positive_355,0.822,0.822,0.748,0.561,0.336,0.785,0.336,0.748,0.411,1.121,1.308,0.86,0.299,1.196,0.411,0.934,1.121,0.224,0.411,1.159,14.71,13.665,14.995,13.328,14.768,13.92,1
Positive_356,0.998,0.837,0.58,0.869,0.354,1.159,0.547,1.127,0.29,0.612,1.191,0.547,0.29,0.612,0.612,1.03,0.869,0.129,0.644,1.127,14.409,15.044,14.135,13.198,14.705,14.085,1
Positive_357,1.256,0.523,0.471,0.602,0.34,0.55,0.393,1.335,0.314,1.047,1.884,0.55,0.34,1.152,0.759,1.256,0.864,0.445,0.628,1.518,13.516,14.019,13.873,13.906,14.546,13.914,1
Positive_358,1.546,0.7,0.496,0.613,0.292,0.875,0.321,1.342,0.467,0.846,1.254,0.992,0.496,0.467,0.817,0.992,0.933,0.117,0.379,1.283,13.757,14.252,14.085,14.244,14.085,14.351,1
Positive_359,0.72,0.638,0.782,1.008,0.185,1.214,0.37,0.762,0.391,0.72,1.317,1.008,0.576,1.05,0.947,1.297,0.823,0.144,0.432,1.029,13.966,14.799,13.519,14.144,13.835,14.321,1
Positive_360,1.117,0.968,0.571,0.546,0.298,1.067,0.347,1.266,0.323,0.819,1.266,0.695,0.447,0.521,0.521,0.72,0.67,0.099,0.72,0.968,14.023,14.657,13.827,13.793,14.525,15.229,1
Positive_361,0.77,0.371,0.998,0.713,0.314,1.198,0.656,0.542,0.257,1.226,1.226,1.255,0.171,0.742,0.742,1.455,1.027,0.371,0.628,1.226,14.306,13.369,14.679,13.885,13.806,14.068,1
Positive_362,0.981,0.894,0.519,0.779,0.49,0.865,0.461,1.096,0.461,0.923,1.471,0.663,0.461,0.433,0.577,0.923,0.634,0.288,0.548,1.096,14.041,14.384,14.391,14.209,13.852,14.558,1
Positive_363,1.292,0.476,0.544,0.476,0.408,0.646,0.408,1.938,0.204,1.088,1.768,0.986,0.476,1.156,0.952,1.292,0.714,0.204,0.646,1.326,13.328,14.144,13.931,13.362,14.365,13.872,1
Positive_364,1.14,1.076,0.215,0.538,0.194,0.602,0.559,1.205,0.344,0.796,1.399,0.775,0.215,0.667,1.033,1.162,0.775,0.258,0.409,1.183,13.811,14.567,14.138,14.385,14.582,13.971,1
Positive_365,0.734,1.1,0.5,0.4,0.3,0.8,0.333,1.067,0.667,0.467,1.534,0.633,0.233,0.767,0.867,0.934,0.7,0.267,0.467,0.867,14.443,15.165,14.32,14.313,13.89,14.231,1
Positive_366,0.688,0.969,0.459,0.994,0.28,0.841,0.51,0.688,0.561,0.841,1.351,0.969,0.382,0.484,0.739,1.223,0.637,0.127,0.561,0.943,14.532,14.66,14.069,14.197,13.82,14.475,1
Positive_367,0.776,0.466,0.59,0.714,0.497,1.397,0.652,1.056,0.466,0.838,1.832,0.9,0.373,0.838,0.776,0.994,1.056,0.093,0.652,0.931,14.285,14.308,13.402,13.172,14.491,14.444,1
Positive_368,0.842,0.716,0.683,0.855,0.245,0.716,0.564,0.696,0.391,1.333,1.797,0.763,0.298,0.59,0.69,1.26,1.034,0.219,0.61,0.696,13.971,14.841,14.121,13.956,14.308,13.806,1
Positive_369,0.755,0.581,1.452,0.581,0.436,0.697,0.581,0.726,0.116,1.481,1.714,1.162,0.319,0.465,0.407,1.772,1.423,0.087,0.639,1.278,13.287,13.52,13.57,14.354,13.862,14.737,1
Positive_370,0.916,0.947,0.336,0.886,0.58,1.252,0.886,1.008,0.428,0.703,1.436,1.069,0.397,0.367,0.794,1.252,0.489,0.092,0.305,0.825,13.112,14.586,13.853,14.197,14.077,15.207,1
Positive_371,0.578,0.578,0.77,0.674,0.289,1.155,0.578,1.348,0.481,0.578,1.733,1.155,0.192,0.578,0.77,0.963,1.155,0.096,0.77,0.481,12.69,14.526,14.533,14.235,14.712,14.384,1
Positive_372,0.838,0.726,0.587,0.782,0.14,0.95,0.531,0.866,0.419,0.782,1.481,0.922,0.531,0.782,0.866,0.894,0.838,0.196,0.838,0.922,13.609,14.421,13.781,13.617,14.488,15.195,1
Positive_373,0.983,0.688,0.622,0.721,0.557,0.983,0.426,0.983,0.295,1.016,1.474,0.819,0.491,0.491,1.048,1.081,0.524,0.164,0.491,1.016,14.004,14.294,14.398,13.469,14.815,14.145,1
Positive_374,0.986,0.67,0.867,0.631,0.513,0.749,0.749,1.104,0.434,1.222,1.537,0.631,0.394,0.986,0.473,1.143,0.907,0.315,0.552,1.419,13.847,14.165,14.181,13.514,13.929,14.083,1
Positive_375,0.657,0.788,0.131,0.788,0.131,0.92,0.657,1.708,0.394,0.657,0.92,1.051,0.526,0.657,0.92,0.657,0.92,0.131,0.394,1.183,15.767,13.234,14.333,15.121,13.198,14.156,1
Positive_376,1.134,0.726,0.453,0.635,0.317,0.68,0.499,0.998,0.227,0.816,2.222,0.726,0.408,1.179,0.771,1.088,1.134,0.363,0.589,1.224,13.689,13.729,14.207,13.584,14.903,13.697,1
Positive_377,1.423,0.883,0.466,0.748,0.16,0.969,0.564,1.153,0.466,0.687,1.288,0.687,0.429,0.638,0.822,0.675,0.724,0.037,0.405,1.227,15.22,14.844,13.869,13.493,13.847,14.273,1
Positive_378,0.784,0.849,0.682,0.939,0.296,0.862,0.617,0.759,0.489,1.042,1.505,0.965,0.334,0.669,0.772,1.556,0.862,0.129,0.45,0.823,13.889,14.058,13.82,14.42,14.604,13.828,1
Positive_379,1.008,0.76,0.532,0.875,0.228,1.274,0.627,0.798,0.361,0.494,1.445,1.255,0.361,0.627,0.627,0.912,0.57,0.209,0.437,0.817,14.447,15.663,13.686,13.132,14.54,14.312,1
Positive_380,0.993,0.847,0.531,0.73,0.204,1.034,0.619,0.929,0.391,0.899,1.384,0.707,0.415,0.596,0.765,0.964,0.707,0.169,0.45,1.022,14.334,14.7,13.975,13.774,14.549,14.312,1
Positive_381,1.271,0.776,0.529,0.743,0.225,0.866,0.731,1.137,0.18,1.182,1.26,0.743,0.405,0.866,0.428,1.091,0.833,0.146,0.428,1.024,14.262,14.366,14.002,13.779,14.456,14.27,1
Positive_382,1.24,0.914,0.457,0.457,0.261,1.044,0.848,1.109,0.261,0.783,1.958,0.522,0.13,0.653,0.979,1.305,0.653,0.13,0.457,1.044,12.886,14.665,13.851,14.361,14.216,14.817,1
Positive_383,0.771,0.565,0.771,0.514,0.668,0.36,0.463,0.617,0.565,1.285,1.799,1.285,0.617,1.387,0.617,1.336,1.079,0.103,0.771,1.747,12.512,14.122,13.317,13.897,14.832,14.001,1
Positive_384,1.244,0.972,0.35,0.622,0.272,0.856,0.467,0.856,0.544,1.283,1.633,0.583,0.467,0.7,0.778,1.05,0.894,0.194,0.272,1.128,14.393,13.756,15.121,13.824,14.355,13.384,1
Positive_385,1.501,0.75,0.309,0.75,0.177,0.265,0.53,1.368,0.088,0.883,0.971,1.015,0.353,0.795,0.309,0.53,0.75,0.221,0.618,0.971,13.227,15.068,13.523,13.194,15.595,16.239,1
