seq_name,PAAC1,PAAC2,PAAC3,PAAC4,PAAC5,PAAC6,PAAC7,PAAC8,PAAC9,PAAC10,PAAC11,PAAC12,PAAC13,PAAC14,PAAC15,PAAC16,PAAC17,PAAC18,PAAC19,PAAC20,PAAC21,PAAC22,PAAC23,PAAC24,PAAC25,PAAC26,druggable
Positive_122,1.357,0.688,0.717,0.764,0.191,0.975,0.64,1.405,0.344,0.793,1.558,0.688,0.363,0.42,0.717,0.812,0.726,0.153,0.478,1.08,14.163,14.683,14.073,14.14,13.977,14.096,1
Positive_123,0.863,0.454,0.636,0.636,1.045,0.908,0.182,1.045,0.272,0.727,0.908,1.363,0.227,0.908,1.453,1.045,1.226,0.227,0.636,0.908,14.345,14.893,13.193,14.901,14.862,12.136,1
Positive_124,1.22,1.055,0.462,0.659,0.396,0.725,0.659,0.857,0.363,0.297,1.484,0.495,0.231,0.56,1.484,1.681,0.956,0.396,0.297,1.154,14.002,14.195,14.087,13.879,14.319,14.087,1
Positive_125,0.532,0.845,0.939,0.783,0.438,0.814,0.47,0.845,0.376,1.002,1.503,1.033,0.376,1.065,0.908,0.877,0.971,0.094,0.344,1.127,13.74,14.645,13.863,13.679,14.745,13.985,1
Positive_126,2.451,0.35,0.934,0.817,0.233,0.35,0.584,1.517,0.233,0.584,1.517,1.634,0.467,0.584,0.35,0.7,1.284,0.117,0.35,1.167,12.467,14.186,13.943,13.553,14.251,15.378,1
Positive_127,1.713,0.0,0.171,0.685,1.199,1.028,0.171,1.885,1.028,0.514,0.685,3.255,0.514,0.685,0.685,0.343,0.171,0.0,0.0,0.857,15.256,14.585,14.632,11.857,13.782,14.297,1
Positive_128,1.474,0.523,0.856,0.761,0.19,1.379,0.38,1.236,0.238,0.523,1.189,0.618,0.428,0.761,1.284,0.951,0.998,0.143,0.428,1.141,14.042,14.647,13.321,14.197,14.127,14.166,1
Positive_129,0.641,0.57,1.568,0.57,0.071,0.428,0.641,1.71,0.285,0.926,0.641,0.641,0.356,0.499,0.499,1.211,1.211,0.499,0.926,0.998,14.781,14.409,13.404,13.59,14.908,14.014,1
Positive_130,2.744,0.572,0.229,1.143,0.229,0.457,0.915,1.029,0.229,0.343,0.915,1.486,0.229,0.686,0.686,0.8,0.457,0.229,0.343,0.8,15.804,14.178,13.437,14.795,14.054,13.212,1
Positive_131,0.606,0.661,0.992,0.606,0.496,0.827,0.165,0.827,0.441,1.102,0.606,2.039,0.165,0.661,0.331,1.268,0.551,0.276,0.441,0.441,14.67,14.967,14.4,14.258,13.927,14.278,1
Positive_132,1.954,0.955,0.217,0.782,0.217,0.651,0.738,1.173,0.564,0.521,1.303,0.304,0.391,0.478,0.782,0.999,0.738,0.521,0.174,0.782,14.322,14.322,14.23,14.151,14.408,14.322,1
Positive_133,1.468,1.359,0.218,0.326,0.0,1.142,0.272,1.088,0.326,0.489,1.196,0.381,0.163,0.87,0.924,0.816,0.326,0.054,0.326,0.707,14.868,14.501,13.947,14.401,14.999,14.831,1
Positive_134,1.25,1.019,0.427,0.986,0.0,0.789,0.592,0.888,0.395,0.46,1.085,0.362,0.329,0.756,0.723,0.395,0.888,0.164,0.822,0.789,14.891,14.229,14.898,13.822,14.629,14.412,1
Positive_135,2.12,0.46,0.409,0.971,0.204,1.047,0.332,1.712,0.307,1.047,0.971,1.022,0.358,0.307,0.817,0.46,0.69,0.077,0.332,1.533,14.112,14.036,14.059,14.067,14.234,14.317,1
Positive_136,1.761,0.791,0.395,0.395,0.036,1.402,0.575,1.15,0.288,1.006,1.222,0.755,0.359,0.467,0.611,0.323,0.539,0.144,0.503,0.97,14.342,15.376,13.939,13.61,14.609,14.431,1
Positive_137,2.497,1.075,0.038,0.807,0.269,0.845,0.422,1.46,0.499,0.23,1.421,0.269,0.346,0.192,0.461,0.845,0.653,0.23,0.154,1.344,14.191,15.246,14.205,13.791,13.84,14.669,1
Positive_138,0.726,0.605,0.887,0.928,0.121,0.766,0.645,1.13,0.484,0.968,1.856,0.807,0.363,0.444,0.323,0.847,0.928,0.242,0.605,0.887,13.857,14.731,14.396,14.338,14.301,13.813,1
Positive_139,0.462,0.277,2.588,0.924,0.37,0.739,0.277,0.462,0.37,1.848,1.941,1.201,0.462,0.832,0.739,0.832,0.647,0.092,0.647,1.017,14.001,14.194,13.374,13.165,13.817,14.721,1
Positive_140,1.956,0.435,0.725,0.652,0.0,1.159,1.087,0.725,0.145,0.725,1.377,0.869,0.29,0.942,0.58,0.869,0.435,0.29,0.435,0.797,14.23,13.65,13.353,15.164,14.904,14.208,1
Positive_141,1.208,0.826,0.54,0.795,0.0,1.081,0.54,1.081,0.509,0.954,0.985,0.668,0.159,0.985,0.668,1.017,0.858,0.159,0.318,0.699,14.162,15.406,13.888,14.218,14.535,13.741,1
Positive_142,0.869,0.987,0.237,0.395,0.079,1.382,0.237,0.869,0.158,0.671,1.066,1.145,0.276,0.75,0.355,0.671,0.474,0.197,0.276,0.987,14.564,16.232,14.238,13.586,14.8,14.498,1
Positive_143,0.823,0.471,0.588,0.941,0.0,0.706,1.059,0.823,0.353,0.588,0.941,1.294,0.353,1.059,0.471,1.176,1.294,0.118,0.353,1.882,14.313,15.123,12.791,13.013,14.909,14.558,1
Positive_144,1.746,0.911,0.455,0.683,0.076,0.835,0.455,1.063,0.531,0.607,1.518,0.455,0.835,0.38,0.987,0.759,0.835,0.152,0.304,1.366,14.228,15.207,13.817,13.809,14.28,13.705,1
Positive_145,1.316,0.961,0.427,0.961,0.178,0.605,0.605,1.138,0.356,0.534,1.85,0.676,0.391,0.356,0.534,0.854,0.64,0.249,0.356,0.996,14.485,15.31,14.276,13.507,14.129,14.311,1
Positive_146,1.627,0.542,0.994,0.542,0.0,1.175,0.452,1.175,0.361,0.904,1.807,1.084,0.542,0.452,0.633,0.904,0.542,0.0,0.452,1.536,14.513,14.811,13.341,13.011,13.278,15.322,1
Positive_147,1.887,1.258,0.236,0.432,0.079,1.297,0.197,1.337,0.197,0.393,2.123,0.432,0.197,0.354,0.629,0.197,0.511,0.118,0.197,0.983,15.471,14.682,13.409,14.16,14.564,14.662,1
Positive_148,1.163,0.806,0.45,0.863,0.225,0.994,0.469,1.219,0.45,0.863,0.881,0.769,0.319,0.356,0.731,0.675,0.75,0.3,0.581,0.825,14.517,14.757,13.607,14.004,14.894,14.531,1
Positive_149,1.408,0.408,0.408,0.741,0.259,0.927,0.593,1.038,0.556,0.927,1.075,1.001,0.482,0.63,0.667,0.815,1.001,0.297,0.593,1.075,14.147,15.131,13.209,14.363,13.812,14.438,1
Positive_150,1.454,1.029,0.461,0.851,0.106,0.922,0.568,1.419,0.248,0.532,1.135,0.177,0.177,0.674,0.993,0.497,0.745,0.142,0.497,0.745,14.477,14.035,14.443,13.735,14.53,15.406,1
Positive_151,1.122,1.299,0.472,0.531,0.059,0.944,0.826,1.003,0.295,0.413,1.476,0.295,0.295,0.236,0.885,1.062,0.531,0.354,0.295,0.708,14.899,14.394,14.106,14.276,13.896,15.325,1
Positive_152,0.92,0.625,0.526,0.888,0.263,1.282,0.69,0.723,0.296,1.315,1.775,1.381,0.263,0.46,0.493,0.92,0.592,0.033,0.362,0.855,13.862,15.137,13.458,14.162,13.598,15.122,1
Positive_153,0.916,0.86,0.499,0.735,0.194,1.165,0.749,0.832,0.375,0.805,1.387,0.874,0.472,0.416,0.957,1.124,0.708,0.194,0.527,0.805,14.318,14.566,13.953,14.296,14.508,13.763,1
Positive_154,1.035,0.855,0.563,0.788,0.315,1.08,0.563,1.035,0.45,0.473,1.328,0.878,0.45,0.495,0.743,0.405,0.743,0.248,0.495,1.103,13.821,14.39,13.976,14.538,14.903,14.327,1
Positive_155,0.685,0.685,0.428,0.685,0.257,1.113,0.428,1.285,0.343,0.856,0.942,0.856,0.428,0.685,0.514,0.599,0.428,0.257,0.343,1.199,13.741,15.57,14.34,14.704,14.222,14.405,1
Positive_156,0.794,1.39,0.265,0.463,0.728,1.059,0.662,0.927,0.331,0.132,1.324,0.397,0.596,0.529,1.655,1.324,0.331,0.265,0.198,1.257,14.846,14.539,14.268,11.986,14.912,14.824,1
Positive_157,1.043,1.379,0.236,0.471,0.269,0.942,0.74,1.043,0.236,0.336,1.346,0.807,0.135,0.572,1.278,0.976,0.37,0.135,0.236,0.572,14.892,14.518,14.256,13.901,14.544,14.767,1
Positive_158,1.844,0.666,0.512,1.024,0.0,0.82,0.307,1.178,0.359,0.564,1.281,0.307,0.102,0.922,0.666,0.768,1.127,0.205,0.666,0.922,13.821,14.412,13.871,13.55,14.334,15.772,1
Positive_159,0.853,1.023,0.398,0.739,0.171,0.853,0.568,0.568,0.284,0.682,1.535,1.08,0.398,0.625,0.341,0.739,0.739,0.057,0.512,0.966,13.933,14.347,13.992,14.169,15.837,14.59,1
Positive_160,0.876,0.876,0.876,1.035,0.239,1.195,0.398,0.956,0.159,0.797,1.513,0.717,0.558,0.717,0.398,0.876,0.717,0.08,0.319,1.035,15.226,15.864,13.247,11.907,14.932,14.487,1
Positive_161,0.67,0.813,0.43,0.861,0.048,1.387,0.096,0.909,0.144,0.909,1.243,1.291,0.287,0.43,0.622,0.861,0.526,0.096,0.574,1.578,14.62,14.083,12.664,13.532,15.35,15.977,1
Positive_162,2.553,0.3,0.3,0.601,0.0,1.202,0.3,1.502,0.601,0.751,1.502,0.901,0.3,0.451,1.051,1.352,1.952,0.3,0.3,1.051,13.1,13.8,13.696,13.722,14.231,14.18,1
Positive_163,1.532,0.943,0.236,0.668,0.314,0.746,1.296,0.943,0.55,0.353,1.532,0.314,0.157,0.589,1.218,1.061,0.786,0.275,0.511,0.904,14.584,13.539,14.174,14.099,14.577,14.099,1
Positive_164,0.96,0.793,0.292,1.253,0.125,0.919,0.459,0.919,0.292,1.002,1.461,1.086,0.251,0.459,0.251,1.002,0.835,0.083,0.501,0.543,14.37,15.293,14.423,13.877,14.282,14.268,1
Positive_165,0.845,0.653,0.653,0.96,0.192,1.229,0.883,0.499,0.307,1.075,1.42,0.614,0.346,0.653,0.499,0.998,0.768,0.269,0.614,0.96,14.132,14.377,14.024,14.017,14.276,14.738,1
Positive_166,1.223,0.52,0.948,1.009,0.061,0.642,0.672,1.498,0.183,0.611,0.672,0.611,0.489,0.611,0.275,0.856,0.764,0.581,0.672,0.734,15.03,13.96,14.627,13.605,14.464,14.682,1
Positive_167,1.51,0.57,1.074,0.889,0.067,0.621,0.856,1.241,0.168,0.772,1.359,0.587,0.319,0.705,0.721,1.476,1.543,0.235,0.554,1.258,13.946,14.028,14.45,13.599,13.929,13.524,1
Positive_168,1.311,0.804,1.162,0.715,0.089,0.715,0.685,1.669,0.179,0.983,0.834,0.477,0.268,0.417,0.715,1.311,1.669,0.149,0.536,1.013,14.399,13.842,14.171,14.368,13.787,13.732,1
Positive_169,3.07,0.837,0.372,0.651,0.093,0.93,0.279,1.302,0.372,0.93,2.047,0.372,0.558,0.0,1.209,1.395,1.023,0.279,0.186,1.023,13.485,14.746,12.021,13.875,14.044,14.899,1
Positive_170,0.607,0.882,0.827,0.827,0.0,0.662,0.276,0.993,0.221,0.551,1.489,1.544,0.386,0.165,0.551,0.772,0.496,0.276,0.331,1.103,14.862,14.234,14.772,14.934,13.379,14.862,1
Positive_171,1.087,0.725,1.182,1.024,0.11,0.772,0.63,1.009,0.236,0.552,1.182,0.615,0.457,0.709,0.93,1.009,1.056,0.205,0.898,0.867,14.33,13.896,14.62,14.308,13.98,13.613,1
Positive_172,0.368,0.674,0.705,0.797,0.153,1.287,0.153,1.011,0.337,0.644,1.073,0.919,0.276,0.766,0.521,0.858,0.705,0.337,0.521,1.134,13.682,13.782,14.828,15.291,14.675,14.503,1
Positive_173,1.026,1.026,0.321,0.577,0.064,1.475,0.385,0.513,0.321,0.641,1.667,0.449,0.577,0.641,0.833,0.898,0.641,0.128,0.513,0.962,13.834,14.367,15.009,14.333,13.083,15.719,1
Positive_174,0.828,0.864,0.756,0.828,0.252,0.972,0.756,0.72,0.252,0.648,0.864,1.152,0.324,0.576,0.936,1.404,0.72,0.144,0.432,1.116,13.421,14.6,14.039,14.483,14.454,14.454,1
Positive_175,2.074,0.323,0.784,0.737,0.0,0.599,0.83,1.291,0.23,0.599,1.567,1.198,0.323,0.553,0.691,1.198,0.645,0.277,0.461,1.198,14.496,13.842,13.265,14.013,14.278,14.527,1
Positive_176,1.368,0.537,0.342,0.879,0.049,1.416,0.244,1.172,0.244,1.026,1.612,1.416,0.195,0.635,0.488,0.293,0.977,0.049,0.049,1.368,14.431,15.235,13.383,13.634,14.367,14.589,1
Positive_177,0.757,1.261,0.42,0.925,0.0,1.513,0.168,0.336,0.168,1.093,1.345,1.093,0.252,0.504,0.252,0.42,0.42,0.084,0.42,0.504,14.165,17.604,15.18,10.626,14.088,16.398,1
Positive_178,1.713,1.071,0.071,0.642,0.214,0.642,1.213,1.071,0.357,0.285,1.713,0.357,0.143,0.785,0.714,0.785,0.856,0.143,0.428,1.213,13.818,14.107,13.206,14.885,14.986,14.582,1
Positive_179,1.031,0.687,0.687,1.074,0.043,1.117,0.258,0.687,0.172,0.601,1.546,0.73,0.344,0.644,0.43,0.988,0.902,0.344,0.773,0.902,14.022,15.055,14.532,13.618,15.049,13.764,1
Positive_180,1.603,0.418,0.836,0.836,0.139,1.046,0.558,1.464,0.07,1.255,1.185,1.115,0.349,0.418,0.488,0.836,0.558,0.0,0.209,1.882,12.709,14.06,13.503,14.991,15.235,14.236,1
Positive_181,0.433,0.363,0.921,0.74,0.544,0.921,0.586,0.642,0.419,1.103,1.452,1.089,0.335,0.782,0.963,1.787,0.977,0.377,0.628,1.2,14.065,13.415,14.171,13.862,13.902,14.325,1
Positive_182,0.917,0.722,0.556,0.75,0.361,1.361,0.611,0.834,0.306,0.722,1.417,1.084,0.194,0.583,0.722,1.528,0.834,0.167,0.5,0.917,13.322,14.446,14.733,14.303,14.228,13.881,1
Positive_183,0.591,0.739,0.68,0.887,0.296,0.916,0.532,0.798,0.296,0.798,1.448,1.212,0.325,0.532,0.798,1.035,0.591,0.296,0.414,0.887,13.852,14.457,14.253,14.027,14.393,14.949,1
Positive_184,1.269,0.745,0.624,1.007,0.363,1.853,0.725,0.765,0.504,0.483,1.128,0.826,0.483,0.423,0.705,0.705,1.007,0.181,0.403,1.309,13.864,14.306,14.058,13.949,14.251,14.065,1
Positive_185,0.6,0.974,0.974,0.899,0.45,1.199,0.525,1.049,0.375,0.525,1.499,0.899,0.6,0.749,0.974,1.049,0.749,0.15,0.375,1.499,14.372,12.753,14.525,13.405,14.823,14.01,1
Positive_186,1.129,0.878,0.47,0.606,0.199,0.961,0.564,0.93,0.387,1.024,1.745,0.867,0.449,0.658,0.512,1.233,0.847,0.178,0.345,1.035,14.29,14.237,14.065,13.764,14.703,13.922,1
Positive_187,1.111,1.111,0.555,0.555,1.111,0.278,0.555,0.833,1.666,0.278,1.111,2.221,0.555,0.0,1.388,1.111,0.833,0.0,0.555,0.833,12.694,15.809,12.794,13.093,14.918,14.035,1
Positive_188,1.244,1.081,0.559,0.703,0.036,0.685,0.793,1.244,0.144,0.342,1.586,0.487,0.306,0.505,0.775,0.955,0.667,0.252,0.451,1.136,14.216,15.074,14.23,14.049,14.028,14.453,1
Positive_189,1.531,0.921,0.66,0.685,0.423,0.934,0.672,1.195,0.398,0.759,1.606,0.66,0.448,0.71,0.598,1.083,0.622,0.137,0.448,1.208,13.964,13.964,14.231,13.344,14.333,14.466,1
Positive_190,0.938,0.469,0.781,1.563,0.312,0.938,0.469,0.938,0.469,0.938,1.094,1.875,0.781,0.938,0.469,1.406,0.781,0.0,0.469,0.156,11.482,14.741,12.082,13.36,15.885,16.667,1
Positive_191,1.287,0.882,0.441,0.809,0.147,0.882,0.404,0.992,0.147,0.735,1.47,0.882,0.368,0.368,0.551,0.809,0.588,0.221,0.368,1.25,14.974,15.655,13.485,13.125,14.879,14.281,1
Positive_192,1.178,0.66,0.801,1.084,0.094,1.154,0.612,1.248,0.165,1.036,1.036,1.272,0.306,0.565,0.589,0.824,1.107,0.047,0.353,1.084,13.878,14.913,14.015,13.384,14.076,14.517,1
Positive_193,0.76,0.76,0.633,0.887,0.253,1.14,0.38,0.507,0.507,0.633,1.647,1.014,0.253,0.633,0.633,1.647,0.633,0.253,0.76,1.14,15.649,14.752,12.031,14.466,14.383,13.644,1
Positive_194,1.261,1.128,0.299,0.564,0.398,1.228,0.963,0.73,0.498,0.664,1.56,0.697,0.431,0.597,1.062,1.228,0.431,0.133,0.232,0.73,13.997,14.791,13.834,14.947,13.256,14.339,1
Positive_195,1.311,0.342,1.026,1.055,0.0,0.627,0.741,1.482,0.314,0.713,1.14,1.026,0.171,0.656,0.485,1.055,1.14,0.142,1.026,1.169,13.997,14.2,14.247,13.731,13.762,14.442,1
Positive_196,0.819,0.725,0.394,0.851,0.236,1.055,0.677,0.914,0.52,0.693,1.686,0.882,0.315,0.614,1.04,1.292,0.992,0.173,0.52,0.992,13.205,14.498,13.944,14.021,14.49,14.452,1
Positive_197,1.699,0.55,0.4,0.749,0.25,1.049,0.649,1.399,0.25,0.799,0.949,0.999,0.2,0.5,0.55,0.749,0.749,0.3,0.25,1.249,13.99,13.925,14.911,13.975,14.726,14.183,1
Positive_198,0.938,1.003,0.647,0.744,0.129,0.712,0.518,0.938,0.356,0.68,1.391,0.647,0.421,0.647,0.874,1.23,0.518,0.097,0.712,0.906,15.096,14.807,13.854,13.6,14.285,14.249,1
Positive_199,0.927,0.596,0.596,0.53,0.53,1.225,0.53,0.96,0.53,0.894,1.457,1.225,0.364,0.53,0.894,1.523,0.795,0.165,0.53,0.96,13.128,14.988,14.673,13.467,13.664,14.318,1
Positive_200,1.472,0.763,0.509,0.836,0.127,0.927,0.745,1.29,0.254,0.418,1.163,0.818,0.236,0.563,0.763,0.836,0.745,0.273,0.4,1.072,13.922,14.981,13.908,14.605,13.901,14.469,1
Positive_201,0.5,0.7,0.7,0.5,0.2,0.9,0.4,1.0,0.0,0.9,1.0,1.8,0.4,0.5,0.1,0.8,1.4,0.2,0.2,1.0,14.113,14.978,15.301,14.113,14.998,13.295,1
Positive_202,1.122,0.345,0.259,1.035,0.345,1.294,0.173,0.777,0.086,0.777,1.208,2.157,0.345,0.431,0.518,1.035,0.604,0.086,0.518,1.208,11.988,13.721,14.802,14.516,15.447,15.203,1
Positive_203,0.875,0.801,0.706,0.949,0.211,1.645,0.959,0.485,0.285,0.696,1.571,1.518,0.432,0.39,0.517,0.896,0.612,0.116,0.348,0.622,14.24,14.459,14.108,13.998,14.225,14.335,1
Positive_204,1.012,0.632,0.68,0.727,0.269,1.012,0.553,1.028,0.411,1.059,1.565,0.696,0.395,0.537,1.107,1.454,0.806,0.253,0.443,1.154,14.088,14.475,14.183,14.017,13.701,13.741,1
Positive_205,1.031,0.731,0.449,0.865,0.283,1.031,0.482,1.097,0.266,0.898,1.214,1.081,0.465,0.582,0.765,0.731,0.682,0.116,0.349,1.147,14.279,14.5,14.115,13.63,14.942,14.271,1
Positive_206,2.103,1.305,0.145,0.943,0.0,0.87,0.217,0.798,0.363,0.87,1.305,0.072,0.363,0.217,0.943,0.798,0.798,0.145,0.508,0.943,13.333,15.779,14.615,12.484,13.272,16.814,1
Positive_207,1.333,0.628,0.876,0.724,0.0,0.857,0.743,1.352,0.19,0.838,1.333,1.01,0.381,0.4,0.533,1.562,1.105,0.152,0.724,0.895,13.8,14.715,14.292,13.636,14.027,13.894,1
Positive_208,0.98,0.54,0.743,1.081,0.27,1.115,0.676,0.811,0.338,0.878,1.52,1.148,0.473,0.642,0.777,1.081,0.98,0.101,0.405,0.98,13.83,14.257,13.519,14.195,14.234,14.428,1
Positive_209,1.268,0.7,0.525,0.743,0.262,0.962,0.568,0.787,0.393,0.656,1.618,0.875,0.219,0.35,1.093,0.7,0.525,0.306,0.612,1.049,14.182,14.758,14.104,13.592,14.743,14.41,1
Positive_210,1.04,1.053,0.465,0.684,0.246,1.395,0.547,1.04,0.287,0.574,1.559,0.725,0.233,0.465,1.45,1.491,0.766,0.26,0.178,0.643,13.659,14.059,14.029,14.61,14.369,14.172,1
Positive_211,0.8,0.47,0.705,0.376,0.329,0.141,0.517,1.035,0.517,2.07,2.587,0.329,0.376,1.599,0.941,1.176,0.8,0.47,1.223,1.223,13.511,13.706,14.183,13.458,13.352,14.104,1
Positive_212,1.396,1.108,0.241,1.108,0.096,0.578,0.482,1.156,0.289,0.385,1.637,0.241,0.144,0.482,0.867,0.433,1.204,0.193,0.433,1.156,14.568,14.813,15.515,12.899,14.098,14.479,1
Positive_213,0.5,1.0,1.0,0.666,0.167,0.5,0.833,1.166,0.0,0.833,1.333,1.0,0.5,0.333,0.333,0.666,0.5,0.0,0.833,1.166,14.083,14.696,16.009,12.91,14.163,14.809,1
Positive_214,1.457,0.391,0.817,0.817,0.249,0.959,0.213,1.421,0.178,0.675,1.35,1.492,0.497,0.568,0.604,0.853,0.604,0.142,0.142,1.386,14.549,14.171,13.823,13.431,14.416,14.794,1
Positive_215,0.747,0.747,1.148,0.908,0.294,0.507,0.374,1.361,0.32,0.747,0.747,0.614,0.294,0.801,0.614,0.854,0.587,0.481,0.534,0.961,14.924,14.201,14.378,14.446,14.283,14.126,1
Positive_216,1.278,0.671,0.639,0.639,0.128,0.767,0.543,1.15,0.479,0.543,1.885,0.83,0.479,0.447,0.703,1.054,0.83,0.287,0.575,0.958,14.275,14.722,14.208,13.025,13.523,15.362,1
Positive_217,1.044,0.768,0.461,0.983,0.246,0.645,0.553,1.075,0.399,0.891,0.952,1.106,0.369,0.614,0.584,0.676,0.952,0.276,0.43,0.86,14.857,15.107,14.218,13.864,13.462,14.607,1
Positive_218,1.254,0.547,0.514,0.836,0.193,0.868,0.322,1.415,0.322,0.965,0.836,1.511,0.386,0.45,0.804,0.739,0.932,0.161,0.386,1.415,14.333,14.772,13.175,14.126,14.074,14.668,1
Positive_219,1.048,0.499,0.649,0.699,0.399,0.848,0.898,1.148,0.399,0.848,1.696,0.848,0.499,0.699,0.898,0.998,0.449,0.299,0.449,0.998,13.047,15.696,14.268,13.787,13.276,14.658,1
Positive_220,1.257,0.849,0.377,0.597,0.189,1.194,0.283,1.289,0.472,0.723,1.697,0.943,0.377,0.346,0.754,0.377,0.943,0.063,0.314,1.163,14.164,14.455,14.057,14.235,14.391,14.491,1
Positive_221,1.059,0.794,0.471,0.765,0.559,1.118,1.147,0.794,0.412,0.941,1.177,0.941,0.353,0.706,0.765,1.412,0.765,0.088,0.471,0.647,14.063,14.809,13.486,14.332,13.301,14.624,1
Positive_222,1.025,0.857,0.688,0.786,0.421,0.871,0.66,1.095,0.225,0.913,0.969,0.688,0.506,0.562,0.716,1.124,0.955,0.197,0.548,1.011,14.313,14.921,14.424,13.691,13.765,14.069,1
Positive_223,1.07,0.963,0.375,1.23,0.321,0.749,0.535,0.696,0.428,0.535,1.498,0.642,0.16,0.696,0.909,1.124,0.268,0.107,0.321,1.338,14.145,15.388,13.58,13.81,16.009,13.105,1
